Chemin,Instance déliberatrice,Identifiant,Majoration,Type recours,Personnalité,Décision,Code juridiction,Nom juridiction,Date,Lien fichier
../data/raw/DTA/2022/11/TA21/DTA_2100773_20221103.xml,Tribunal administratif,2100773,40%,Plein Contentieux,Personne morale,Rejet,21,Tribunal Administratif de Dijon,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA21/DTA_2100773_20221103.xml
../data/raw/DTA/2022/11/TA21/DTA_2100772_20221103.xml,Tribunal administratif,2100772,40%,Plein Contentieux,Personne morale,Rejet,21,Tribunal Administratif de Dijon,2022-11,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/11/TA21/DTA_2100772_20221103.xml
../data/raw/DTA/2022/10/TA38/DTA_2004442_20221013.xml,Tribunal administratif,2004442,40%,Plein Contentieux,Personne morale,Rejet,38,Tribunal Administratif de Grenoble,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA38/DTA_2004442_20221013.xml
../data/raw/DTA/2022/10/TA38/DTA_1905597_20221014.xml,Tribunal administratif,1905597,40%,Plein Contentieux,Personne morale,Rejet,38,Tribunal Administratif de Grenoble,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA38/DTA_1905597_20221014.xml
../data/raw/DTA/2022/10/TA38/DTA_1904168_20221014.xml,Tribunal administratif,1904168,40%,Plein Contentieux,Personne physique,Rejet,38,Tribunal Administratif de Grenoble,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA38/DTA_1904168_20221014.xml
../data/raw/DTA/2022/10/TA38/DTA_1905601_20221014.xml,Tribunal administratif,1905601,40%,Plein Contentieux,Personne physique,Rejet,38,Tribunal Administratif de Grenoble,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA38/DTA_1905601_20221014.xml
../data/raw/DTA/2022/10/TA38/DTA_1904157_20221028.xml,Tribunal administratif,1904157,40%,Plein Contentieux,Personne morale,Rejet,38,Tribunal Administratif de Grenoble,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA38/DTA_1904157_20221028.xml
../data/raw/DTA/2022/10/TA38/DTA_2004365_20221013.xml,Tribunal administratif,2004365,40%,Plein Contentieux,Personne physique,Rejet,38,Tribunal Administratif de Grenoble,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA38/DTA_2004365_20221013.xml
../data/raw/DTA/2022/10/TA64/DTA_2000562_20221013.xml,Tribunal administratif,2000562,80%,Plein Contentieux,Personne morale,Rejet,64,Tribunal Administratif de Pau,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA64/DTA_2000562_20221013.xml
../data/raw/DTA/2022/10/TA64/DTA_1902254_20221020.xml,Tribunal administratif,1902254,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,64,Tribunal Administratif de Pau,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA64/DTA_1902254_20221020.xml
../data/raw/DTA/2022/10/TA64/DTA_2000608_20221013.xml,Tribunal administratif,2000608,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,64,Tribunal Administratif de Pau,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA64/DTA_2000608_20221013.xml
../data/raw/DTA/2022/10/TA64/DTA_1902713_20221020.xml,Tribunal administratif,1902713,40%,Plein Contentieux,Personne morale,Rejet,64,Tribunal Administratif de Pau,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA64/DTA_1902713_20221020.xml
../data/raw/DTA/2022/10/TA30/DTA_2002338_20221014.xml,Tribunal administratif,2002338,40%,Plein Contentieux,Personne morale,Rejet,30,Tribunal Administratif de Nîmes,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA30/DTA_2002338_20221014.xml
../data/raw/DTA/2022/10/TA30/DTA_2020880_20221014.xml,Tribunal administratif,2020880,100%,Plein Contentieux,Personne physique,Rejet,30,Tribunal Administratif de Nîmes,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA30/DTA_2020880_20221014.xml
../data/raw/DTA/2022/10/TA30/DTA_2020882_20221014.xml,Tribunal administratif,2020882,100%,Plein Contentieux,Personne physique,Rejet,30,Tribunal Administratif de Nîmes,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA30/DTA_2020882_20221014.xml
../data/raw/DTA/2022/10/TA83/DTA_2002626_20221028.xml,Tribunal administratif,2002626,40%,Plein Contentieux,Personne morale,Rejet,83,Tribunal Administratif de Toulon,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA83/DTA_2002626_20221028.xml
../data/raw/DTA/2022/10/TA83/DTA_2002627_20221028.xml,Tribunal administratif,2002627,40%,Plein Contentieux,Personne morale,Rejet,83,Tribunal Administratif de Toulon,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA83/DTA_2002627_20221028.xml
../data/raw/DTA/2022/10/TA83/DTA_2002431_20221010.xml,Tribunal administratif,2002431,40%,Plein Contentieux,Personne physique,Rejet,83,Tribunal Administratif de Toulon,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA83/DTA_2002431_20221010.xml
../data/raw/DTA/2022/10/TA83/DTA_2000913_20221024.xml,Tribunal administratif,2000913,40%,Plein Contentieux,Personne morale,Rejet,83,Tribunal Administratif de Toulon,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA83/DTA_2000913_20221024.xml
../data/raw/DTA/2022/10/TA77/DTA_1900109_20221006.xml,Tribunal administratif,1900109,40%,Plein Contentieux,Personne morale,Rejet,77,Tribunal Administratif de MELUN,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA77/DTA_1900109_20221006.xml
../data/raw/DTA/2022/10/TA77/DTA_1911340_20221020.xml,Tribunal administratif,1911340,40%,Plein Contentieux,Personne morale,Rejet,77,Tribunal Administratif de MELUN,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA77/DTA_1911340_20221020.xml
../data/raw/DTA/2022/10/TA78/DTA_2007291_20221027.xml,Tribunal administratif,2007291,40%,Plein Contentieux,Personne physique,Rejet,78,Tribunal Administratif de VERSAILLES,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA78/DTA_2007291_20221027.xml
../data/raw/DTA/2022/10/TA78/DTA_2005913_20221011.xml,Tribunal administratif,2005913,40%,Plein Contentieux,Personne morale,Rejet,78,Tribunal Administratif de VERSAILLES,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA78/DTA_2005913_20221011.xml
../data/raw/DTA/2022/10/TA95/DTA_1916017_20221012.xml,Tribunal administratif,1916017,40%,Plein Contentieux,Personne physique,Satisfaction Partielle,95,Tribunal Administratif de Cergy-Pontoise,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA95/DTA_1916017_20221012.xml
../data/raw/DTA/2022/10/TA95/DTA_1800805_20221003.xml,Tribunal administratif,1800805,80%,Plein Contentieux,Personne physique,Satisfaction Partielle,95,Tribunal Administratif de Cergy-Pontoise,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA95/DTA_1800805_20221003.xml
../data/raw/DTA/2022/10/TA59/DTA_2002260_20221013.xml,Tribunal administratif,2002260,40%,Plein Contentieux,Personne physique,Rejet,59,Tribunal Administratif de Lille,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA59/DTA_2002260_20221013.xml
../data/raw/DTA/2022/10/TA59/DTA_2002869_20221027.xml,Tribunal administratif,2002869,40%,Plein Contentieux,Personne physique,Rejet,59,Tribunal Administratif de Lille,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA59/DTA_2002869_20221027.xml
../data/raw/DTA/2022/10/TA34/DTA_2024146_20221003.xml,Tribunal administratif,2024146,40%,Plein Contentieux,Personne morale,Rejet,34,Tribunal Administratif de Montpellier,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA34/DTA_2024146_20221003.xml
../data/raw/DTA/2022/10/TA34/DTA_2000807_20221003.xml,Tribunal administratif,2000807,40%,Plein Contentieux,Personne morale,Rejet,34,Tribunal Administratif de Montpellier,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA34/DTA_2000807_20221003.xml
../data/raw/DTA/2022/10/TA34/DTA_2024147_20221003.xml,Tribunal administratif,2024147,40%,Plein Contentieux,Personne physique,Rejet,34,Tribunal Administratif de Montpellier,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA34/DTA_2024147_20221003.xml
../data/raw/DTA/2022/10/TA33/DTA_2005594_20221006.xml,Tribunal administratif,2005594,40%,Plein Contentieux,Personne morale,Rejet,33,Tribunal Administratif de Bordeaux,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA33/DTA_2005594_20221006.xml
../data/raw/DTA/2022/10/TA33/DTA_2005600_20221006.xml,Tribunal administratif,2005600,40%,Plein Contentieux,Personne morale,Rejet,33,Tribunal Administratif de Bordeaux,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA33/DTA_2005600_20221006.xml
../data/raw/DTA/2022/10/TA67/DTA_2108863_20221017.xml,Tribunal administratif,2108863,40%,Plein Contentieux,Personne morale,Rejet,67,Tribunal Administratif de Strasbourg,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA67/DTA_2108863_20221017.xml
../data/raw/DTA/2022/10/TA67/DTA_2105871_20221003.xml,Tribunal administratif,2105871,40%,Plein Contentieux,Personne morale,Rejet,67,Tribunal Administratif de Strasbourg,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA67/DTA_2105871_20221003.xml
../data/raw/DTA/2022/10/TA93/DTA_2103944_20221013.xml,Tribunal administratif,2103944,40%,Plein Contentieux,Personne morale,Rejet,93,Tribunal Administratif de Montreuil,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA93/DTA_2103944_20221013.xml
../data/raw/DTA/2022/10/TA93/DTA_2103072_20221013.xml,Tribunal administratif,2103072,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,93,Tribunal Administratif de Montreuil,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA93/DTA_2103072_20221013.xml
../data/raw/DTA/2022/10/TA69/DTA_2101413_20221004.xml,Tribunal administratif,2101413,40%,Plein Contentieux,Personne morale,Rejet,69,Tribunal Administratif de Lyon,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA69/DTA_2101413_20221004.xml
../data/raw/DTA/2022/10/TA69/DTA_2101441_20221004.xml,Tribunal administratif,2101441,40%,Plein Contentieux,Personne morale,Rejet,69,Tribunal Administratif de Lyon,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA69/DTA_2101441_20221004.xml
../data/raw/DTA/2022/10/TA69/DTA_2102771_20221025.xml,Tribunal administratif,2102771,40%,Plein Contentieux,Personne morale,Rejet,69,Tribunal Administratif de Lyon,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA69/DTA_2102771_20221025.xml
../data/raw/DTA/2022/10/TA69/DTA_2100689_20221011.xml,Tribunal administratif,2100689,40%,Plein Contentieux,Personne morale,Rejet,69,Tribunal Administratif de Lyon,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA69/DTA_2100689_20221011.xml
../data/raw/DTA/2022/10/TA69/DTA_2101449_20221025.xml,Tribunal administratif,2101449,80%,Plein Contentieux,Personne morale,Rejet,69,Tribunal Administratif de Lyon,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA69/DTA_2101449_20221025.xml
../data/raw/DTA/2022/10/TA69/DTA_2102139_20221011.xml,Tribunal administratif,2102139,40%,Plein Contentieux,Personne morale,Rejet,69,Tribunal Administratif de Lyon,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA69/DTA_2102139_20221011.xml
../data/raw/DTA/2022/10/TA69/DTA_2104698_20221004.xml,Tribunal administratif,2104698,40%,Plein Contentieux,Personne morale,Rejet,69,Tribunal Administratif de Lyon,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA69/DTA_2104698_20221004.xml
../data/raw/DTA/2022/10/TA69/DTA_2103056_20221025.xml,Tribunal administratif,2103056,40%,Plein Contentieux,Personne physique,Rejet,69,Tribunal Administratif de Lyon,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA69/DTA_2103056_20221025.xml
../data/raw/DTA/2022/10/TA69/DTA_2101442_20221004.xml,Tribunal administratif,2101442,40%,Plein Contentieux,Personne morale,Rejet,69,Tribunal Administratif de Lyon,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA69/DTA_2101442_20221004.xml
../data/raw/DTA/2022/10/TA87/DTA_2001352_20221006.xml,Tribunal administratif,2001352,100%,Plein Contentieux,Personne morale,Rejet,87,Tribunal Administratif de Limoges,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA87/DTA_2001352_20221006.xml
../data/raw/DTA/2022/10/TA87/DTA_2001351_20221006.xml,Tribunal administratif,2001351,100%,Plein Contentieux,Personne morale,Rejet,87,Tribunal Administratif de Limoges,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA87/DTA_2001351_20221006.xml
../data/raw/DTA/2022/10/TA80/DTA_2002450_20221013.xml,Tribunal administratif,2002450,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,80,Tribunal Administratif d'Amiens,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA80/DTA_2002450_20221013.xml
../data/raw/DTA/2022/10/TA80/DTA_2001960_20221027.xml,Tribunal administratif,2001960,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,80,Tribunal Administratif d'Amiens,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA80/DTA_2001960_20221027.xml
../data/raw/DTA/2022/10/TA80/DTA_2003715_20221013.xml,Tribunal administratif,2003715,40%,Plein Contentieux,Personne physique,Satisfaction Totale,80,Tribunal Administratif d'Amiens,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA80/DTA_2003715_20221013.xml
../data/raw/DTA/2022/10/TA80/DTA_2001229_20221027.xml,Tribunal administratif,2001229,100%,Plein Contentieux,Personne morale,Rejet,80,Tribunal Administratif d'Amiens,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA80/DTA_2001229_20221027.xml
../data/raw/DTA/2022/10/TA80/DTA_2001822_20221027.xml,Tribunal administratif,2001822,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,80,Tribunal Administratif d'Amiens,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA80/DTA_2001822_20221027.xml
../data/raw/DTA/2022/10/TA45/DTA_2001958_20221014.xml,Tribunal administratif,2001958,40%,Plein Contentieux,Personne morale,Rejet,45,Tribunal Administratif d'Orléans,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA45/DTA_2001958_20221014.xml
../data/raw/DTA/2022/10/TA45/DTA_2203268_20221027.xml,Tribunal administratif,2203268,80%,Other,Personne morale,Satisfaction Totale,45,Tribunal Administratif d'Orléans,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA45/DTA_2203268_20221027.xml
../data/raw/DTA/2022/10/TA45/DTA_2001953_20221014.xml,Tribunal administratif,2001953,40%,Plein Contentieux,Personne morale,Rejet,45,Tribunal Administratif d'Orléans,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA45/DTA_2001953_20221014.xml
../data/raw/DTA/2022/10/TA44/DTA_1913759_20221028.xml,Tribunal administratif,1913759,40%,Plein Contentieux,Personne morale,Rejet,44,Tribunal Administratif de Nantes,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA44/DTA_1913759_20221028.xml
../data/raw/DTA/2022/10/TA44/DTA_1809716_20221028.xml,Tribunal administratif,1809716,40%,Plein Contentieux,Personne morale,Rejet,44,Tribunal Administratif de Nantes,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA44/DTA_1809716_20221028.xml
../data/raw/DTA/2022/10/TA44/DTA_1906076_20221028.xml,Tribunal administratif,1906076,40%,Plein Contentieux,Personne physique,Rejet,44,Tribunal Administratif de Nantes,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA44/DTA_1906076_20221028.xml
../data/raw/DTA/2022/10/TA44/DTA_1900253_20221014.xml,Tribunal administratif,1900253,40%,Plein Contentieux,Personne morale,Rejet,44,Tribunal Administratif de Nantes,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA44/DTA_1900253_20221014.xml
../data/raw/DTA/2022/10/TA75/DTA_1919755_20221019.xml,Tribunal administratif,1919755,40%,Plein Contentieux,Personne morale,Rejet,75,Tribunal Administratif de Paris,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA75/DTA_1919755_20221019.xml
../data/raw/DTA/2022/10/TA75/DTA_2100204_20221031.xml,Tribunal administratif,2100204,40%,Plein Contentieux,Personne morale,Rejet,75,Tribunal Administratif de Paris,2022-10,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DTA/2022/10/TA75/DTA_2100204_20221031.xml
